,Unnamed: 0,name,gender,age,zipCode,format,yearsOfExperience,phone,warehouse,style,skillRating,email,password,onlineStatus,matchStatus
190,190,wendydunlop,female,27,94539,sm,3,3581258299,3,defensive,1221.9813440974108,wendydunlop@sjsu.edu,sRSiCgxJKTx0,True,True
191,191,eugenemarks,male,30,95008,d,6,9596977557,4,aggressive,1837.774491610566,eugenemarks@sjsu.edu,JLceTg9166226r,False,False
192,192,annielangley,female,33,95035,sdm,4,445407278,0,defensive,1614.7626607021054,annielangley@sjsu.edu,cG89imuG,True,True
193,193,davidbiros,male,32,95051,d,5,9563138259,3,neutral,1352.1919366857803,davidbiros@sjsu.edu,psV6xLhUa1tz6f0,True,True
194,194,robertadkins,male,35,95035,dm,3,6775162683,5,aggressive,1170.1320113796276,robertadkins@sjsu.edu,VnIqjyzsdKN00EG,False,False
195,195,larryechevarria,male,34,95008,s,8,177695409,4,neutral,1698.4367149590182,larryechevarria@sjsu.edu,sMFv5fVDV4Y,True,False
196,196,paulabode,female,30,95035,d,9,4424758344,5,neutral,1911.485568014618,paulabode@sjsu.edu,nwxmlt23q8oTt,False,False
197,197,alyssajohnson,female,25,94568,sm,3,3530218712,6,aggressive,1252.1555616875255,alyssajohnson@sjsu.edu,eXivTh1YOWe,True,False
198,198,thelmamcguire,female,23,95008,sdm,5,8248424625,5,aggressive,1305.6306411569392,thelmamcguire@sjsu.edu,8taFg1XUfP,True,False
199,199,elainehuskey,female,35,95008,sdm,0,1431554087,6,neutral,1408.6581019928494,elainehuskey@sjsu.edu,8hKGYpTdY,False,False
200,200,jeffreybrown,male,23,94568,sd,5,5753886695,4,aggressive,862.1992364395163,jeffreybrown@sjsu.edu,N7I2cqyb,True,False
201,201,bettysoto,female,23,95035,m,6,9703777009,4,neutral,950.6388617759306,bettysoto@sjsu.edu,E6nR3jco,False,False
202,202,davidobrien,male,33,94538,dm,7,5738810585,5,aggressive,1451.7650764003529,davidobrien@sjsu.edu,mtYFqeKSlu,False,False
203,203,carriperkins,female,25,94538,sdm,3,7425594456,6,defensive,1052.4900238386592,carriperkins@sjsu.edu,wG5qMHhmGVNH7,True,False
204,204,franksingleton,male,19,95008,sdm,4,697242189,5,neutral,1359.7934115760102,franksingleton@sjsu.edu,u6IFymE40yyz38,True,False
205,205,dustinputt,male,25,95008,sdm,6,5875546295,0,defensive,1420.9363293894526,dustinputt@sjsu.edu,TP7md6PuOjoRClM,True,True
206,206,patbame,male,32,94539,sd,8,6542675114,5,neutral,1575.8532675842348,patbame@sjsu.edu,sTsU598xL0,False,False
207,207,annehernandez,female,27,94538,sdm,6,7390521491,5,defensive,2108.337943729962,annehernandez@sjsu.edu,pWe760XOsf2,False,False
208,208,jameshouse,male,36,94538,sd,5,8373343301,4,neutral,1560.3113697348522,jameshouse@sjsu.edu,NjpS1fVBfgAf8VTb,True,False
209,209,thomasbissell,male,27,94539,m,4,8429112936,0,neutral,1734.2001589975457,thomasbissell@sjsu.edu,6i6OEApzl,False,False
210,210,aaronschofield,male,21,95051,d,1,8908596711,0,aggressive,1626.5786140787543,aaronschofield@sjsu.edu,LzJUpfGH0IpRH1Mw,False,False
211,211,marywhite,female,36,95008,dm,2,1006509853,5,aggressive,1629.6537972743708,marywhite@sjsu.edu,90uiHnUQm8DOFl,False,False
212,212,donnamoore,female,24,94538,dm,2,1661201794,0,neutral,1189.3211752594636,donnamoore@sjsu.edu,nC8AfanPlUrEolPW,False,False
213,213,josecurrin,male,27,95008,m,6,7969040443,6,neutral,1631.221272954832,josecurrin@sjsu.edu,YFJ1ZCWv,True,False
214,214,nancyaugustine,female,33,95051,dm,3,8385693361,1,defensive,796.8686864637492,nancyaugustine@sjsu.edu,fL8QxEivrRvsON,True,True
215,215,aaronshultz,male,20,95008,sd,1,3379616500,3,neutral,1202.8997925858907,aaronshultz@sjsu.edu,ydd728RF4bTK,False,False
216,216,marycarignan,female,29,95035,dm,3,4274472298,3,defensive,1504.9713869287957,marycarignan@sjsu.edu,cesnBMMMVvekbB,False,False
217,217,carlmay,male,32,94539,d,6,6656034213,0,neutral,1358.3056021073448,carlmay@sjsu.edu,Dl1TDKADyqC6nIh,True,False
218,218,heribertosanchez,male,33,95008,sd,4,5293891750,3,defensive,1425.1629214929198,heribertosanchez@sjsu.edu,ooro9DMs,False,False
219,219,tonyahermosillo,female,21,95035,sd,5,5413550308,3,aggressive,1141.629806523618,tonyahermosillo@sjsu.edu,TBHpiZSTm,True,False
220,220,abrahamcassidy,male,28,94538,sd,0,8814047470,5,neutral,1379.450276107095,abrahamcassidy@sjsu.edu,NqfTZghz,True,False
221,221,suzannejones,female,33,95035,d,10,8579541563,3,defensive,1314.3257734819783,suzannejones@sjsu.edu,QjROJg68ums,False,False
222,222,colbyselleck,male,27,94538,s,3,829896084,4,aggressive,1807.4377312339464,colbyselleck@sjsu.edu,ykngpESlJuzl,False,False
223,223,bruceoconnor,male,18,95051,sd,2,9973552766,5,defensive,1402.903810185023,bruceoconnor@sjsu.edu,ugEujLTiZr8H,False,False
224,224,dorothyhanson,female,38,94568,sd,3,2133934045,5,neutral,1608.8143673834045,dorothyhanson@sjsu.edu,9ymBQbn4mDTBbh7,True,True
225,225,melaniedupes,female,32,95051,s,0,285556278,3,neutral,1354.052296228071,melaniedupes@sjsu.edu,XAzlmXXALY9FyV,True,False
226,226,terrenceroark,male,25,94538,dm,2,40943413,5,neutral,1689.448330784518,terrenceroark@sjsu.edu,OWD5cqqts,False,False
227,227,juanlavelle,male,34,95035,sm,1,1987793749,0,aggressive,1459.9628467047908,juanlavelle@sjsu.edu,lGZ9S8I5QlqSedeD,False,False
228,228,carolcarroll,female,25,94539,sdm,5,534754279,5,aggressive,1776.963722189368,carolcarroll@sjsu.edu,EUaS1JohM,True,True
229,229,randystockton,male,14,95051,s,1,9696213912,3,neutral,1023.0322089448672,randystockton@sjsu.edu,04LCh0G1,False,False
230,230,joycewhite,female,22,95035,m,0,7094434943,3,defensive,1336.6209758802577,joycewhite@sjsu.edu,xcAbE7VdtDkXo,True,True
231,231,garychampion,male,35,95008,sm,9,5867614827,5,defensive,1721.1616583557657,garychampion@sjsu.edu,ir7eqSrvuU803u72,False,False
232,232,oliviaanderson,female,31,94568,s,9,4992269261,5,neutral,1407.4678296093678,oliviaanderson@sjsu.edu,l6ohJYOBE,True,True
233,233,ritaphillips,female,13,94539,m,2,231631587,3,defensive,1301.424354945001,ritaphillips@sjsu.edu,2vRhUNk2Fh41lJ0l,False,False
234,234,jameslai,male,23,95051,sd,6,1672766842,3,neutral,829.2078624802222,jameslai@sjsu.edu,kLbaqF9k1HZ5l,False,False
235,235,marcellacorzo,female,24,94568,d,1,9027580724,6,aggressive,1535.000182754497,marcellacorzo@sjsu.edu,RChuy6kzxkSq,False,False
236,236,josephgriffin,male,30,95008,sd,8,4242309776,3,aggressive,2064.5185624779247,josephgriffin@sjsu.edu,UpDZBfmxa,False,False
237,237,lilliecolwell,female,50,95051,sd,4,1202800182,0,aggressive,1909.9568952050568,lilliecolwell@sjsu.edu,myboPSiV2xgVHI,False,False
238,238,heidiborsellino,female,26,95008,sm,7,8192549797,1,neutral,1318.3968877577329,heidiborsellino@sjsu.edu,gc6unOUFGK,False,False
239,239,andrewpadilla,male,30,94539,sdm,4,4576667927,4,defensive,805.1685928035931,andrewpadilla@sjsu.edu,O4Wixz15,False,False
240,240,karenpowers,female,26,94568,m,4,8850622416,5,defensive,1211.7956970965924,karenpowers@sjsu.edu,aSuqARwSv,True,True
241,241,marshabricker,female,33,95035,sm,1,52321614,6,neutral,1580.3322269786404,marshabricker@sjsu.edu,E7mQhApWpCk9sU,False,False
242,242,mariajohnston,female,37,94538,dm,9,5555710594,0,defensive,1741.1333486837802,mariajohnston@sjsu.edu,ffYwYFwJsAf2uyua,True,True
243,243,jasonkenney,male,32,95008,s,2,3811388161,0,neutral,1530.4847219279036,jasonkenney@sjsu.edu,48vIk2Z7ZI,True,True
244,244,glendaholzinger,female,28,95051,dm,7,7845497693,5,neutral,1615.260095211309,glendaholzinger@sjsu.edu,UqEemDnKQ,True,True
245,245,daryldahlin,male,27,95008,dm,2,6943011080,6,aggressive,1126.5246187536643,daryldahlin@sjsu.edu,lF1EkY4V7XO974t,True,False
246,246,josepaulin,male,25,94538,sd,5,8741074067,4,aggressive,1327.103938019051,josepaulin@sjsu.edu,rW5CR59sCW,True,True
247,247,rolandoebeid,male,21,94539,dm,1,612291119,2,aggressive,1392.406615144588,rolandoebeid@sjsu.edu,COapjpKBNrszsF,False,False
248,248,shanedillion,male,20,95008,dm,0,6024311513,0,defensive,1325.649883947904,shanedillion@sjsu.edu,WqQKpxGnGEOF,True,True
249,249,minervaconroy,female,40,95051,dm,8,4016445913,5,defensive,2007.2667643252437,minervaconroy@sjsu.edu,KfBQep9ce,True,True
